ASMA_id,domain,phylum,class,order,family,genus,species,strain_group,representative,scfm_n_reps,scfm_delta_od_mean,scfm_delta_od_sd,scfm_delta_od_max,scfm_last_assay_date,scfm_od_24h_mean,scfm_od_24h_sd,scfm_od_48h_mean,scfm_od_48h_sd,scfm_delta_od_24h_mean,scfm_delta_od_24h_sd,scfm_delta_od_48h_mean,scfm_delta_od_48h_sd,scfm_od_max_yield_mean,scfm_od_max_yield_sd,scfm_time_max_yield_mean,scfm_time_max_yield_sd,scfm_mu_simple_mean,scfm_mu_simple_sd,scfm_mu_simple_r2_mean,scfm_mu_simple_r2_sd,scfm_growth_class,scfm_growth_24h_n,scfm_growth_24h_pct,scfm_growth_48h_n,scfm_growth_48h_pct,scfm_mu_simple_n_reps,inhib_100x_n,inhib_100x_mean,inhib_100x_sd,inhib_last_assay_date,pa_inhibition_class,no_carbon_mean_od,no_carbon_sd_od,carbon_last_assay_date,glucose_mean_od,glucose_utilization_call,lactate_mean_od,lactate_utilization_call,serine_mean_od,serine_utilization_call,threonine_mean_od,threonine_utilization_call,alanine_mean_od,alanine_utilization_call,glycine_mean_od,glycine_utilization_call,proline_mean_od,proline_utilization_call,isoleucine_mean_od,isoleucine_utilization_call,leucine_mean_od,leucine_utilization_call,valine_mean_od,valine_utilization_call,aspartate_mean_od,aspartate_utilization_call,glutamate_mean_od,glutamate_utilization_call,phenylalanine_mean_od,phenylalanine_utilization_call,tryptophan__mean_od,tryptophan__utilization_call,lysine_mean_od,lysine_utilization_call,histidine_mean_od,histidine_utilization_call,arginine_mean_od,arginine_utilization_call,ornithine_mean_od,ornithine_utilization_call,cystein_mean_od,cystein_utilization_call,methionine_mean_od,methionine_utilization_call
ASMA-1779,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus caecimuris,219.0,No,1,0.05923333333333332,,0.05923333333333332,20250929.0,0.1031333333333333,,0.1023333333333333,,0.0006333333333333052,,-0.00016666666666668994,,0.1115,,12.25,,0.03153065161100176,,0.9879047710110826,,poor,0,0.0,0,0.0,1,,,,,,0.0436,,20250929,0.0446,uncertain,0.0437,uncertain,0.0439,uncertain,0.0444,uncertain,0.0433,uncertain,0.0434,uncertain,0.043,uncertain,0.0434,uncertain,0.043,uncertain,0.0438,uncertain,0.0429,uncertain,0.0437,uncertain,0.0433,uncertain,0.0441,uncertain,0.043,uncertain,0.0431,uncertain,0.0437,uncertain,0.0464,uncertain,0.0458,uncertain,0.0455,uncertain
ASMA-178,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1780,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,1,0.01029999999999999,,0.01029999999999999,20250929.0,0.09383333333333332,,0.0937,,-0.00013333333333333253,,-0.0002666666666666512,,0.09396666666666666,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0522,,20250929,0.0557,uncertain,0.0501,uncertain,0.05,uncertain,0.0496,uncertain,0.0492,uncertain,0.0501,uncertain,0.0499,uncertain,0.049,uncertain,0.0525,uncertain,0.0496,uncertain,0.0489,uncertain,0.0503,uncertain,0.0493,uncertain,0.0554,uncertain,0.0504,uncertain,0.0501,uncertain,0.0508,uncertain,0.05,uncertain,0.0502,uncertain,0.0487,uncertain
ASMA-1781,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1783,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii,303.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1784,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii,303.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1785,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii,303.0,No,1,0.0016999999999999932,,0.0016999999999999932,20250929.0,0.09896666666666666,,0.0981,,0.0021999999999999936,,0.0013333333333333391,,0.0999,,10.75,,0.011898555888276919,,0.9517213566389349,,no_growth,0,0.0,0,0.0,1,,,,,,0.0469,,20250929,0.0463,uncertain,0.0464,uncertain,0.0459,uncertain,0.045,uncertain,0.0456,uncertain,0.0453,uncertain,0.0455,uncertain,0.0451,uncertain,0.0458,uncertain,0.0451,uncertain,0.0462,uncertain,0.0458,uncertain,0.0456,uncertain,0.046,uncertain,0.0458,uncertain,0.0456,uncertain,0.0456,uncertain,0.0454,uncertain,0.0466,uncertain,0.0443,uncertain
ASMA-1786,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,undetermined species,28.0,Yes,1,0.0012000000000000205,,0.0012000000000000205,20250929.0,0.4586333333333334,,0.5214,,0.35053333333333336,,0.4133,,0.5321333333333333,,47.5,,0.1021812913939088,,0.999479118104651,,no_growth,1,100.0,1,100.0,1,,,,,,0.0468,,20250929,0.0457,uncertain,0.0453,uncertain,0.0456,uncertain,0.0455,uncertain,0.0448,uncertain,0.0446,uncertain,0.0444,uncertain,0.0451,uncertain,0.0451,uncertain,0.0449,uncertain,0.0463,uncertain,0.045,uncertain,0.0454,uncertain,0.0463,uncertain,0.0467,uncertain,0.0454,uncertain,0.0456,uncertain,0.0448,uncertain,0.0455,uncertain,0.0444,uncertain
ASMA-1787,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii,208.0,No,1,0.000633333333333333,,0.000633333333333333,20250929.0,0.09423333333333334,,0.09336666666666667,,-0.0009333333333333277,,-0.001799999999999996,,0.09516666666666666,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0448,,20250929,0.0436,uncertain,0.0436,uncertain,0.0459,uncertain,0.0435,uncertain,0.044,uncertain,0.0435,uncertain,0.0436,uncertain,0.0444,uncertain,0.0435,uncertain,0.0443,uncertain,0.044,uncertain,0.0442,uncertain,0.0442,uncertain,0.0455,uncertain,0.0442,uncertain,0.044,uncertain,0.0442,uncertain,0.0447,uncertain,0.0462,uncertain,0.0439,uncertain
ASMA-1788,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp001058355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1789,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-179,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1790,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,undetermined species,302.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1791,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp001058355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1792,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp001058355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1793,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1794,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1795,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1796,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,No,1,0.003133333333333335,,0.003133333333333335,20250929.0,0.09349999999999999,,0.0929,,-0.0004333333333333411,,-0.0010333333333333306,,0.09393333333333333,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0448,,20250929,0.0437,uncertain,0.045,uncertain,0.0451,uncertain,0.0448,uncertain,0.0448,uncertain,0.0444,uncertain,0.0456,uncertain,0.0442,uncertain,0.0454,uncertain,0.0454,uncertain,0.0453,uncertain,0.0456,uncertain,0.0462,uncertain,0.0459,uncertain,0.0456,uncertain,0.0447,uncertain,0.0455,uncertain,0.0454,uncertain,0.3988,uncertain,0.0453,uncertain
ASMA-1797,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1798,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,1,0.4240333333333334,,0.4240333333333334,20250929.0,0.09483333333333333,,0.09433333333333334,,-0.000633333333333333,,-0.0011333333333333195,,0.09546666666666666,,0.0,,,,,,robust,0,0.0,0,0.0,0,,,,,,0.0503,,20250929,0.2262,uncertain,0.2271,uncertain,0.0489,uncertain,0.0484,uncertain,0.1626,uncertain,0.0538,uncertain,0.1951,uncertain,0.1244,uncertain,0.1398,uncertain,0.0791,uncertain,0.3113,uncertain,0.2518,uncertain,0.0527,uncertain,0.061,uncertain,0.0529,uncertain,0.2829,uncertain,0.1625,uncertain,0.1542,uncertain,0.1149,uncertain,0.0626,uncertain
ASMA-1799,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,536.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-180,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1800,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1801,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,217.0,No,1,0.001899999999999999,,0.001899999999999999,20250929.0,0.1423666666666667,,0.1284333333333333,,0.0355333333333334,,0.021599999999999994,,0.1487333333333334,,16.0,,0.014315443821970883,,0.9956012101968406,,no_growth,0,0.0,0,0.0,1,,,,,,0.0442,,20250929,0.0436,uncertain,0.0452,uncertain,0.0441,uncertain,0.0436,uncertain,0.0444,uncertain,0.0435,uncertain,0.0424,uncertain,0.0434,uncertain,0.0433,uncertain,0.0425,uncertain,0.0429,uncertain,0.0427,uncertain,0.044,uncertain,0.0452,uncertain,0.0427,uncertain,0.0426,uncertain,0.0445,uncertain,0.0436,uncertain,0.0442,uncertain,0.0439,uncertain
ASMA-1802,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1803,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BW,220.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1804,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1805,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1806,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1807,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,458.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1808,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_DA,465.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1809,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-181,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1810,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_DA,465.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1811,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BW,220.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1812,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_DA,465.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1813,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp902363395,402.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1814,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_DA,465.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1815,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,359.0,Yes,1,0.0011000000000000038,,0.0011000000000000038,20250929.0,0.09393333333333333,,0.09346666666666666,,-0.0003666666666666818,,-0.0008333333333333526,,0.09449999999999999,,25.75,,0.0031060953408528513,,0.959147059090785,,no_growth,0,0.0,0,0.0,1,,,,,,0.0436,,20250929,0.0441,uncertain,0.0433,uncertain,0.0451,uncertain,0.0436,uncertain,0.0428,uncertain,0.0434,uncertain,0.0459,uncertain,0.044,uncertain,0.0434,uncertain,0.0432,uncertain,0.043,uncertain,0.0438,uncertain,0.0429,uncertain,0.0442,uncertain,0.0429,uncertain,0.0437,uncertain,0.0433,uncertain,0.0441,uncertain,0.0438,uncertain,0.0428,uncertain
ASMA-1816,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,480.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1817,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,undetermined species,355.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1818,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,480.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1819,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,221.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-182,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1820,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,221.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1821,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,527.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1822,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp001811305,503.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1823,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BY,459.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1824,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BY,459.0,No,1,0.002150000000000013,,0.002150000000000013,20251111.0,0.1048,,0.140525,,-0.005650000000000002,,0.030075000000000005,,0.1447,,45.5,,0.04961184370266679,,0.9992317078666549,,no_growth,0,0.0,0,0.0,1,1,2.3095572285313466,,20251111,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1825,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BY,459.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1826,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis_G,406.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1827,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,undetermined species,29.0,Yes,1,0.001366666666666655,,0.001366666666666655,20250929.0,0.1456,,0.1658333333333333,,0.04050000000000001,,0.060733333333333306,,0.1658333333333333,,48.0,,0.05698740280277495,,0.9992238332560437,,no_growth,0,0.0,0,0.0,1,,,,,,0.0445,,20250929,0.0434,uncertain,0.0436,uncertain,0.0436,uncertain,0.0433,uncertain,0.0434,uncertain,0.0427,uncertain,0.0429,uncertain,0.0448,uncertain,0.0432,uncertain,0.0435,uncertain,0.0433,uncertain,0.0427,uncertain,0.0437,uncertain,0.0436,uncertain,0.0435,uncertain,0.0427,uncertain,0.043,uncertain,0.0429,uncertain,0.0446,uncertain,0.043,uncertain
ASMA-1828,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp024294905,304.0,Yes,1,0.04190000000000012,,0.04190000000000012,20250929.0,0.1015,,0.1011,,0.0016000000000000042,,0.0011999999999999927,,0.102,,27.0,,0.009147118887730047,,0.978999404374529,,no_growth,0,0.0,0,0.0,1,,,,,,0.0473,,20250929,0.0513,uncertain,0.0472,uncertain,0.0453,uncertain,0.0456,uncertain,0.0485,uncertain,0.0469,uncertain,0.0477,uncertain,0.0488,uncertain,0.0521,uncertain,0.0516,uncertain,0.0516,uncertain,0.0515,uncertain,0.0541,uncertain,0.0516,uncertain,0.054,uncertain,0.0528,uncertain,0.053,uncertain,0.0524,uncertain,0.0541,uncertain,0.0502,uncertain
ASMA-1829,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_N,30.0,Yes,1,0.001266666666666652,,0.001266666666666652,20250929.0,0.0951,,0.09513333333333333,,-0.0013333333333333253,,-0.0012999999999999956,,0.09643333333333333,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0425,,20250929,0.0444,uncertain,0.0427,uncertain,0.0426,uncertain,0.0429,uncertain,0.0429,uncertain,0.0429,uncertain,0.0422,uncertain,0.0424,uncertain,0.0428,uncertain,0.0433,uncertain,0.043,uncertain,0.0423,uncertain,0.0421,uncertain,0.0432,uncertain,0.0421,uncertain,0.0418,uncertain,0.0427,uncertain,0.0419,uncertain,0.0752,uncertain,0.0424,uncertain
ASMA-183,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1830,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp001808955,31.0,Yes,1,0.060733333333333306,,0.060733333333333306,20250929.0,0.09453333333333334,,0.09423333333333334,,-0.0002333333333333215,,-0.0005333333333333301,,0.09476666666666667,,0.0,,,,,,poor,0,0.0,0,0.0,0,,,,,,0.0578,,20250929,0.0723,uncertain,0.0534,uncertain,0.0543,uncertain,0.0559,uncertain,0.0554,uncertain,0.0542,uncertain,0.0568,uncertain,0.0541,uncertain,0.0529,uncertain,0.0551,uncertain,0.0507,uncertain,0.0528,uncertain,0.0523,uncertain,0.0535,uncertain,0.0558,uncertain,0.0555,uncertain,0.0519,uncertain,0.0525,uncertain,0.1207,uncertain,0.0523,uncertain
ASMA-1831,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp024294905,304.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1832,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia sp024294905,304.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1833,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1834,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,222.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1835,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1836,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,532.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1837,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,532.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
